,id,text,author_id,created_at,lang,source,retweet_count,reply_count,like_count,quote_count,pontuacao,palavras
3029,1516835336252391428,"'Orton, just Roper to beat' https://t.co/sxgnkq6tv2",1143835416954580992,2022-04-20 17:45:00+00:00,en,Twitter Web App,213,39,3356,39,0,[]
3129,1516954609167839232,"💥 One for the ages from Ohtani 💥

@Angels | #GoHalos https://t.co/vbxeR7MAWH",22695090,2022-04-21 01:38:57+00:00,en,Wildmoka,271,2,1603,25,6,['ages']
3145,1516919456018096133,BY WEIGH OF WATERLOO IOWA! @tyschmit @VivalaZito https://t.co/7PNplKQ2Ro,1516093272208429057,2022-04-20 23:19:15+00:00,en,Twitter for iPhone,0,0,0,0,0,[]
3181,1516881028824150016,"“Look, we'll always have Pedro O'Horny's, right?” https://t.co/yIqiwPuVVz",1083462987497783297,2022-04-20 20:46:34+00:00,en,Twitter for iPhone,2,6,12,1,15,['always']
3245,1516971295379972103,"ₒₗd ₛₚₒᵣₜ,” ₕₑ ᵤᵣgₑd",964026206,2022-04-21 02:45:15+00:00,en,Twitter for iPhone,30,0,28,59,11,"['ₒₗd', 'ₕₑ', 'ᵤᵣgₑd']"
3249,1516781507049922561,".@DillianWhyte gives his verdict on the confrontation at the face off 😤

""His dad needs to relax, my man is 600 years old and stepping forward, trying not to let my guys on the stage! It's mine and Tyson's day, why are you getting involved?""

""He's an idiot.""

#FuryWhyte https://t.co/Nm3FmTdxE1",198867393,2022-04-20 14:11:06+00:00,en,Grabyo,193,82,1743,65,260,"['years', 'mine', 'verdict', 'dad', 'trying', 'needs', 'old', 'face', 'confrontation', 'man', 'gives', 'getting', 'guys', 'stepping', 'let']"
3349,1516837608365735938,"2013 Impreza Sport Hatchback for sale!
1.35 mil (neg)
RT https://t.co/wsvAiR5ewX",1305051546376429571,2022-04-20 17:54:01+00:00,en,Twitter for Android,26,1,10,0,10,['mil']
3449,1516910381062623232,"Ohtani leading off!! 

📺 | Bally Sports West 

@Angels | #GoHalos https://t.co/HcD3aASbh9",22695090,2022-04-20 22:43:12+00:00,en,Wildmoka,64,0,610,4,6,['leading']
3485,1516899761080647682,"It...... is..... SHO TIME‼️😤

📺Bally Sports West
🔗https://t.co/enNVz0l6M3

@Angels | #GoHalos https://t.co/jkWHdUk8wf",22695090,2022-04-20 22:01:00+00:00,en,Twitter Media Studio,175,5,970,34,0,[]
3534,1516822577364312064,🥈SILVER!🥈for Team England Junior Hip Hop!!!!!! 🙌🏽🏴󠁧󠁢󠁥󠁮󠁧󠁿♥ https://t.co/pIwOjNTTuX,1225358643639525376,2022-04-20 16:54:18+00:00,en,Twitter for Android,0,0,10,1,0,[]
3634,1516866793389715456,"stop 

#OrtonWeek | @RandyOrton https://t.co/c9QCqgoDJj",1143835416954580992,2022-04-20 19:50:00+00:00,en,Twitter Web App,587,49,9590,52,9,['stop']
3715,1516845165784313856,"Great day of tuition! Weather was pretty lovely too! ⛳️🥵 

Fantastic to help players with their golf game and enjoying the sport! 🙌🏼 https://t.co/HGaKMg6XCE",431863496,2022-04-20 18:24:03+00:00,en,Twitter for iPhone,0,0,3,0,133,"['game', 'pretty', 'lovely', 'help', 'day', 'players', 'enjoying', 'golf']"
3815,1516933634703384577,"Erik Ten Hag #MUFC incoming manager. Agreement reached and Paperwork signed.
""I see you""
#mulive #EPL https://t.co/wWOI9aJLrE",1264211273660747781,2022-04-21 00:15:36+00:00,en,Twitter Web App,0,0,2,0,57,"['reached', 'see', 'incoming']"
3840,1516817256281296896,#KimHyunJoong can sport any style of sunglasses.🥰👓 https://t.co/2AQsqsyAcL,1047253662970470400,2022-04-20 16:33:09+00:00,en,Twitter for Android,24,2,132,0,540,"['style', 'sport']"
3940,1516839293745975299,"Congratulations to Benjamin Page, SARM Class of 2017, on his new position as Assistant Athletic Director of Ticket Operations at @FIU! 

#MoreThanAMajor #FIU #WorkingInSports https://t.co/oH92QLckTs",855064503083573248,2022-04-20 18:00:43+00:00,en,Hootsuite Inc.,2,0,12,0,59,"['position', 'new']"
4040,1516716332040998913,"Woke up to see these guys outside the bedroom window 

Good Morning ☕️ :) https://t.co/RJIzeCE6WL",449146165,2022-04-20 09:52:07+00:00,en,Twitter for iPhone,2,3,28,1,87,"['bedroom', 'window', 'see', 'outside', 'guys']"
4140,1516842763110682627,"Kids as young as 3 are gathering in Mexico city shopping malls – to play hockey. 

@kbaxter11 looks at a sport that’s gaining a foothold in Mexico and getting attention from the NHL.
https://t.co/JaDqIeZ1rq",16664681,2022-04-20 18:14:30+00:00,en,Twitter Web App,48,6,213,12,742,"['looks', 'sport', 'attention', 'young', 'that’s', 'getting', 'shopping', 'gaining', 'play', 'gathering', 'malls', 'foothold', 'city']"
4240,1516839120324210697,Need a huge bounce back after yesterday’s plays. Phil cooked em up himself. Still up 2 units this month. Lock em in. https://t.co/SIANYyCife,1514993103123402758,2022-04-20 18:00:02+00:00,en,Twitter for iPhone,1,0,1,1,92,"['yesterday’s', 'em', 'bounce', 'units', 'back', 'cooked', 'huge']"
4340,1516786860118667268,"Magna Vista senior Tania Starkie committed this week to run track at NCAA Division II Livingstone College in Salisbury, North Carolina this fall. https://t.co/yx4VdBySVa",703483513,2022-04-20 14:32:22+00:00,en,Twitter Web App,11,0,37,3,110,"['run', 'senior', 'committed', 'track', 'week']"
4440,1516964294637797377,a nigga will really lay that pipe on you &amp; next think you know you’re buying premium sport channel add ons for your Hulu account so he won’t miss any games while he’s at your house,1510708042475704325,2022-04-21 02:17:26+00:00,en,Twitter for iPhone,75,10,596,125,677,"['premium', 'sport', 'he’s', 'lay', 'won’t', 'add', 'really', 'nigga', 'know', 'buying', 'you’re', 'games', 'think', 'account', 'pipe', 'miss', 'next', 'channel', 'ons', 'house']"
4449,1516719217654919170,Holly Lawford-Smith did a brilliant job discussing gender and sport on SBS Insight last night and had the patience of an actual saint. https://t.co/7nt25J7bYI,153660996,2022-04-20 10:03:35+00:00,en,Twitter Web App,218,42,1056,17,613,"['sport', 'gender', 'patience', 'brilliant', 'last', 'actual', 'night', 'discussing', 'job']"
4549,1516932182924738560,"Which two Sport games would you keep around? 

The other 4 get cut ✂️. https://t.co/zGM3HbyCFi",779078642831859712,2022-04-21 00:09:50+00:00,en,Twitter for Android,18,163,73,49,80,"['two', 'get', 'cut', 'would', 'games', 'keep']"
4574,1516937780240158720,New indian era chanal haked please sport 🥺🙏 https://t.co/b9kJiwz4FF,1516927605240303617,2022-04-21 00:32:04+00:00,en,Twitter for Android,1,0,1,0,550,"['chanal', 'sport', 'indian', 'haked', 'please', 'era']"
4599,1516914910600384512,"As an athlete and as a person, you are capable of so much more than you think. Don’t limit yourself. Believe in yourself and reach higher!",2877353071,2022-04-20 23:01:12+00:00,en,Twitter for iPhone,164,2,782,4,49,"['much', 'limit', 'reach', 'athlete', 'capable']"
4635,1516908113370046464,"Cool realization: my slowest 5K split in Boston was 16:03, up the Newton Hills. My high school 5K PR as a senior in 2012 was 16:09. 

High school athletes (+ coaches): let running be fun. Fall in love with the sport, and the results are likely to follow. Maybe just not overnight! https://t.co/DIhWq3Ykda",117902817,2022-04-20 22:34:11+00:00,en,Twitter for iPhone,109,14,1374,9,225,"['likely', 'split', 'school', 'senior', 'high', 'slowest', 'love', 'athletes', 'results', 'let', 'running']"
4684,1516825306975416331,Sport 🏋️‍♀️ 💪 https://t.co/qvM2vrSNYM,1206847431360561152,2022-04-20 17:05:09+00:00,en,Twitter for iPhone,0,2,84,0,0,[]
4784,1516868946699374593,Jae'Dyn Slaughter Regional Qualifier 800 M https://t.co/RTcExW01Hg,1129413658583412739,2022-04-20 19:58:33+00:00,en,Twitter for iPhone,1,0,9,0,0,[]
4865,1516997380486348800,he’s huge https://t.co/JMQOGOLBt7,1448181680406204418,2022-04-21 04:28:54+00:00,en,Twitter for iPhone,5,1,29,0,15,"['he’s', 'huge']"
4866,1516801791983337485,"Queen Mary University London are conduction research into the long-term effects of playing sport

They are asking former national level or international players to fill in questionnaires

Osteoarthritis:  
https://t.co/4YD4yrceAy

Cardiovascular: 
https://t.co/lgGOlZzdze https://t.co/mTDYFldBqt",481358189,2022-04-20 15:31:42+00:00,en,Twitter Web App,13,5,20,0,154,"['international', 'national', 'former', 'fill', 'playing', 'research', 'players', 'asking', 'level', 'conduction', 'effects']"
4966,1516940517522739201,"Salvy, like many of our kids has never played before this season. He was getting frustrated with how difficult this sport is and was ready to quit. But he agreed to stick it out for the remainder of the season. 

Just a few days later he got his first hit. That’s a chip! https://t.co/FJDfA6a4OV",970092072203059201,2022-04-21 00:42:57+00:00,en,Twitter for iPhone,23,17,692,15,737,"['like', 'stick', 'many', 'sport', 'played', 'remainder', 'got', 'days', 'kids', 'agreed', 'later', 'frustrated', 'getting', 'difficult', 'never', 'first', 'ready']"
4982,1516816464174456836,"""The achievement stands above everything else""

Sir Alex Ferguson talking about Arsene Wenger's Invincibles season with @Arsenal... 🙏

Watch 𝐀𝐫𝐬𝐞𝐧𝐞 𝐖𝐞𝐧𝐠𝐞𝐫: 𝐈𝐧𝐯𝐢𝐧𝐜𝐢𝐛𝐥𝐞 on Prime Video 📺 https://t.co/VH5jHNpFHP",1125687015956262917,2022-04-20 16:30:00+00:00,en,Twitter Media Studio,155,12,635,15,81,"['stands', 'everything', 'talking', 'achievement', 'season']"
5082,1516786839285387270,"We've got @Tyson_Fury.
We've got @DillianWhyte. 
We've got the belts.
We've got the arena.

Let's go! 🔥

#FuryWhyte | Saturday | BT Sport Box Office https://t.co/ZwfdPl6at5",198867393,2022-04-20 14:32:17+00:00,en,Twitter Web App,100,23,959,14,53,['got']
5182,1516979328055078913,2-0 today on 5 unit plays #GamblingTwitter https://t.co/u9o1wjh6om,1513299119527247874,2022-04-21 03:17:10+00:00,en,Twitter for iPhone,0,0,2,0,80,"['unit', 'plays', 'today']"
5186,1516984328357498880,"Audience clapping for Munawar's every line ! 😭😭👏👏👏

#MunawarFaruqui 
#LockUpp 

ONE MAN ARMY MUNAWAR
Thank you bhai munna ko sport krne ke liye https://t.co/v0ShXKmDdu",1176943450530504704,2022-04-21 03:37:02+00:00,en,Twitter for Android,44,0,44,1,541,"['every', 'clapping', 'krne', 'sport', 'munna', 'ko', 'ke', 'bhai', 'liye', 'line']"
5190,1516866075018813440,"Regional Qualifier 4x100
Matt Barr 
Ryan Harris
Will Bogs
DJ Rockwell https://t.co/7QlnXNrkuQ",1129413658583412739,2022-04-20 19:47:08+00:00,en,Twitter for iPhone,1,0,5,1,0,[]
5271,1516904681380982786,What your favorite sport to gamble on in April?,1226923278847107072,2022-04-20 22:20:33+00:00,en,Twitter for iPhone,42,4,62,2,561,"['favorite', 'gamble', 'sport']"
5320,1516879957250695171,April 19th vs April 20th https://t.co/scYU908eMk,1275272281649004545,2022-04-20 20:42:18+00:00,en,Twitter for iPhone,62,10,744,2,8,['vs']
5384,1516709690784243719,RR Sport 2017 • Foreign Used🇺🇸 • No Duty‼️ https://t.co/ZLi0KOGTvL,1251992651861233667,2022-04-20 09:25:44+00:00,en,Twitter for iPhone,4,0,6,0,20,['•']
5484,1516873684094492685,"Area Champion and Regional Qualifier Karter Jones
Regional Qualifier DJ Rockwell https://t.co/W75qQbaUpc",1129413658583412739,2022-04-20 20:17:23+00:00,en,Twitter for iPhone,1,0,7,0,0,[]
5565,1516954896800653312,I know that ain’t the “greatest” scorer of all time doing that in the 4th quarter https://t.co/OK8MHoFM5V,865171086475972608,2022-04-21 01:40:05+00:00,en,Twitter for iPhone,12,0,19,0,55,"['know', 'ain’t', 'quarter', 'time', 'scorer', '“greatest”']"
5581,1516930208741404673,that’s why I love waterpolo https://t.co/3NcyDQ6TLc,1448181680406204418,2022-04-21 00:01:59+00:00,en,Twitter for iPhone,3,0,27,0,64,"['love', 'that’s', 'waterpolo']"
5606,1516862733102333953,"Half time at Stamford Bridge and it’s 2-2 🔵⚪️

xG: @ChelseaFC (0.42) 2-2 (0.86) @Arsenal https://t.co/Su5BrFkbvQ",1296186821223882752,2022-04-20 19:33:52+00:00,en,Twitter for iPhone,0,0,2,0,92,"['it’s', 'time']"
5706,1516747422092902401,"9-0 LHS Men's Varsity Lacrosse meets Mariemont Lax 7 tonight @ MMHS!  Daniel Goff  (#22) is our profiled senior; Goff played for Loveland Youth Lax and came back for his senior year.  Kudos Daniel - best sport around, glad to have you join the midfield. Go Daniel and go Tigers! https://t.co/OOEG2Atu0U",918843878819713024,2022-04-20 11:55:39+00:00,en,Twitter Web App,2,0,22,1,733,"['go', 'sport', 'meets', 'profiled', 'played', 'best', 'senior', 'back', 'tonight', 'came', 'glad', 'join']"
5806,1516896014967484417,Coleman Bullock 5th place 1600M https://t.co/JFTInJauHS,1129413658583412739,2022-04-20 21:46:07+00:00,en,Twitter for iPhone,1,0,7,0,13,['place']
5855,1516873222679060486,New pool table!🚨 Our #TARTA and #TARPS drivers can now sport their competition at our Paratransit office! 🎱 https://t.co/GcizpWCT0d,1416087270285795329,2022-04-20 20:15:33+00:00,en,Twitter for iPhone,0,1,4,0,550,"['competition', 'pool', 'drivers', 'sport']"
5936,1516854212965150727,This is possibly the toughest competitive sport EVER 😳🔥 https://t.co/hK3YXwd2cZ,752596106,2022-04-20 19:00:00+00:00,en,Twitter Media Studio,14,3,80,4,553,"['competitive', 'possibly', 'toughest', 'sport']"
6036,1516809999825178627,High school track needs an overhaul. It’s ridiculous that coaches are expected to work events at track meet. Name another sport where coaches work/officiate. Can’t coach a relay when I’m holding a tape measure at LJ.,2788837051,2022-04-20 16:04:19+00:00,en,Twitter for iPhone,136,78,1250,54,752,"['another', 'sport', 'needs', 'events', 'coach', 'school', 'work', 'relay', 'expected', 'track', 'coaches', 'tape', 'measure', 'ridiculous', 'holding']"
6136,1516952993249247234,Hot sport https://t.co/aT5Sv9QTMr,1516943837922537473,2022-04-21 01:32:31+00:00,en,Twitter for iPhone,1,0,4,0,523,['sport']
6152,1516889361710829577,Hugo Martinez defended his @ORUSportMgmt senior project today. Congrats #GoldenStandard https://t.co/db76S5tviF,823810119683231744,2022-04-20 21:19:40+00:00,en,Twitter for iPhone,3,0,10,0,71,"['senior', 'project', 'defended']"
6216,1516864732002717702,RIP World Of Sport wrestling heel Banger Walsh of Leamington https://t.co/UkbL2N8cog,1199479199603531776,2022-04-20 19:41:48+00:00,en,Twitter for Android,0,0,3,0,20,"['heel', 'wrestling']"
6316,1516754793552912389,"Let me introduce you to Nathan 🙈

our favorite quarterback ! But he is such a fan, that he is entirely in the colors of his team ....🏈 

And you? what's your favorite sport? https://t.co/DaTeCg6SwE",1488467038922231817,2022-04-20 12:24:57+00:00,en,Twitter Web App,73,41,956,2,117,"['colors', 'team', 'quarterback', 'favorite', 'entirely', 'introduce']"
6416,1516824095152869385,"Great to kick start the summer term with an afternoon of Cricket, Athletics, Rounders &amp; Tennis for all pupils in Years 3 to 8. https://t.co/84CKghGtKk",3065949545,2022-04-20 17:00:20+00:00,en,Twitter for iPad,0,0,24,0,66,"['term', 'kick', 'summer', 'start', 'pupils', 'afternoon']"
6516,1516902148453416961,Varsity boys Area Champions! https://t.co/tkDTIln09X,1129413658583412739,2022-04-20 22:10:29+00:00,en,Twitter for iPhone,3,1,15,2,14,['boys']
6565,1516863828465786887,Katie Archibald claims IOC unfair to female cyclists and trans women. By @seaningle https://t.co/IP20FYxsHN,46403451,2022-04-20 19:38:13+00:00,en,TweetDeck,148,74,834,21,77,"['cyclists', 'trans', 'unfair', 'claims', 'female']"
6665,1516786538385793030,"Assistant Coach Opportunity

Savannah Christian Prep is looking for an assistant baseball coach for the 2022-2023 season.

⚾️ Varsity
👨‍🏫 History
🏈 2nd Sport Opportunity

📬 Resumes: AD, Julie Jones - jjones@savcps.com
HC, Matt Oglesby - mattoglesby@savcps.com https://t.co/ZIE4aLfeJq",1254556422416850944,2022-04-20 14:31:05+00:00,en,Twitter Web App,4,0,3,0,80,"['coach', 'looking', 'baseball', 'assistant']"
6765,1516806677961523211,Tyson Fury sends the crowd into fits of laughter with his Dillian Whyte admission 😂 https://t.co/4kvgWyNcge,107379222,2022-04-20 15:51:07+00:00,en,Twitter Media Studio,6,0,64,1,45,"['sends', 'crowd', 'admission', 'fits', 'laughter']"
6846,1516801802427060229,"Euro 2022 stadium choices appeared unambitious in 2018 – they look worse now.

By @SuzyWrack https://t.co/ogwxJ0Vvi1",46403451,2022-04-20 15:31:45+00:00,en,TweetDeck,31,6,136,9,64,"['choices', 'unambitious', 'worse', 'stadium', 'appeared', 'look']"
6927,1516898250728554498,"😤 𝑫𝑶𝑵'𝑻 𝑾𝑹𝑰𝑻𝑬 𝑼𝑺 𝑶𝑭𝑭! 

Safe to say Gunners legend @IanWright0 enjoyed Arsenal's 4-2 win over Chelsea 😂 https://t.co/4KDx52L9lW",29930178,2022-04-20 21:55:00+00:00,en,Twitter Media Studio,764,50,6911,61,60,"['enjoyed', 'say', 'win', 'legend']"
6963,1516950014962155523,This will be the greatest match in the history of our sport #AEWDynamite https://t.co/9je1Y2q8m3,1473502366670413824,2022-04-21 01:20:41+00:00,en,Twitter for iPhone,488,65,4273,72,551,"['match', 'greatest', 'history', 'sport']"
6967,1516748552575549442,"Katherine Deves says she is against trans (males to  females) competing in female sport.
I say the vast majority of Aussies would agree.
What say you??",272123815,2022-04-20 12:00:09+00:00,en,Twitter Web App,191,244,1762,20,166,"['say', 'would', 'trans', 'vast', 'says', 'majority', 'competing', 'female']"
7031,1516874743986757633,"Congratulations Boys Golf on their Runner-Up finish today in the LCC Tournament at Falconhead. 
Caden Pyles and Jace Chaney made All Conference Team!
#plainviewproud https://t.co/kmGv1IOBZX",3320815944,2022-04-20 20:21:35+00:00,en,Twitter for iPhone,2,0,7,1,102,"['finish', 'today', 'made']"
7080,1516847469182730241,"""I FUCKING LIVE FOR THIS SHIT""

-Rey Mysterio https://t.co/BzT9ncFU27",1496196953184649218,2022-04-20 18:33:12+00:00,en,Twitter Web App,0,1,0,1,0,[]
7144,1516834959838826496,Sport https://t.co/yXO6Tup9ve,1078210599048413184,2022-04-20 17:43:30+00:00,en,Twitter Web App,0,0,6,0,0,[]
7208,1516733422890274819,"The stuff of fairytales ✨

@FabioQ20 is really living his dream 👊 https://t.co/mo54oqHVSR",2304484100,2022-04-20 11:00:02+00:00,en,Twitter Web App,347,12,3858,21,55,"['dream', 'stuff', 'really', 'living', 'fairytales']"
7257,1516794345285947404,"With National Beer Day behind us Oldenfat Nation, tell us your beer style today? IPA? Lager? Tell us what you like – we want to make you some beer (we already made you some t-shirts).  #Oldenfat #Beer #InTheGame https://t.co/sDh2JRmhh1",1358149114509328385,2022-04-20 15:02:07+00:00,en,LaterMedia,2,0,3,0,244,"['like', 'want', 'beer', 'make', 'made', 'behind', 'tell', 'already', 'us', 'style']"
